"ode","method","K","n_params","N","seed","rmsd","ess_mean","time_sec","ess_per_sec","theta_1_mean","theta_1_true","ess_1","theta_2_mean","theta_2_true","ess_2"
"LVC_K2","MAGI",2,2,40,42,0.00360073629467412,2.74135988619996,5.138,0.533546104748922,0.390227428865434,0.38767776289892,1.48154484496622,0.396477719438068,0.392069793941106,4.0011749274337
